M;Ave Maria de Lourdes
M;Ave Maria, gratia plena
M;Ave Maria, sois notre secours 
M;Ave Maria, “Ellens Gesang III”, op. 52 no. 6, D.839
M;Avec Marie
M;Avec Marie, ta mère
M;Béni sois-tu, Seigneur
M;Bienheureuse, toi qui as cru
M;Chante, chante, Marie
M;Chercher avec toi, Marie
M;Comme elle est heureuse et bénie
M;Comme Marie, ne tardez pas
M;Comme une aurore qui surgit
M;Couronnée d'étoiles
M;Dame de lumière
M;Donne-nous ton Fils
M;Elle est bénie de Dieu
M;Émerveillée de la promesse
M;En Toi, pleine de Grâce
M;Entre la fleur et le fruit, Marie
M;Femme revêtue de soleil
M;Heureuse es-Tu, Marie
M;Hymne à la Sainte vierge
M;J'exulte de joie !
M;Je te prends chez moi, Marie
M;Je te salue, Marie
M;Je te salue, Marie, comblée de grâce
M;Je vous salue, Marie
M;Je vous salue, Marie (dit de Chartres)
M;Je vous salue, Marie (Jean-Jo Roux)
M;Je vous salue, Marie (Jean-Pascal Hervy)
M;Je vous salue, Marie (Michel Wackenheim)
M;Je vous salue, Marie (Xavier Darasse)
M;La première en chemin, Marie
M;Le Dieu que j'aime
M;Le Seigneur m'a comblée de joie
M;Litanie de Lourdes
M;Louange à toi, Marie !
M;Magnificat des équipes Notre-Dame
M;Magnificat “Le Seigneur fit pour moi des merveilles”
M;Magnificat, Marie, mère de la vie
M;Marche avec nous, Marie
M;Marie de la tendresse
M;Marie, dans la Gloire du Ciel
M;Marie, Dieu t'a choisie
M;Marie, Mère de Dieu
M;Marie, notre mère
M;Marie, témoin d'une espérance
M;Marie, tendresse dans nos vies
M;Marie, tendresse des pauvres
M;Marie, toi notre Mère
M;Marie, Tu étais là
M;Marie, tu étais la
M;Mon âme chante le Seigneur
M;Notre-Dame de Liesse
M;Nous te saluons, Notre-Dame
M;Pleine de Grâce, réjouis-Toi !
M;Pleine de grâce, réjouis-toi !
M;Pleine de grâce, rejouis-toi !
M;Pour le oui de ta vie ...
M;Que bondisse mon cœur plein de joie
M;Regarde l'étoile
M;Regina cæli
M;Reine de la paix
M;Réjouis-toi, Marie
M;Réjouis-toi, rayonnement de joie (Hymne Acathiste)
M;Sainte Vierge Marie
M;Salve Regina
M;Saurais-je dire oui ?
M;Si tu avais dit non
M;Signe grandiose apparu dans le ciel
M;Sois bénie, Marie
M;Toi qui ravis le cœur de Dieu
M;Toi, Notre Dame
M;Tu as porté celui qui porte tout
M;Une femme dont on n'a rien dit
M;Vierge de Lumière
M;Vierge de Nazareth
M;Vierge sainte, Dieu t'a choisie
EN;À toi, puissance et gloire
EN;Approchez-vous de Jésus Christ
EN;Béni sois-tu, Seigneur Jésus, pour ton Église
EN;Dieu nous a tous appelés
EN;Dieu nous accueille en sa maison
EN;Dieu nous éveille à la foi
EN;Église aux cent mille visages
EN;En famille, en peuple, en Église
EN;Heureux de ton appel
EN;Jour de fête, jour de joie
EN;Jour de joie pour tes enfants
EN;Jour du Seigneur, jour du Dieu de Pâques
EN;L'amour vainqueur
EN;Mendiants d'espérance
EN;Messe des pèlerins : Entrez, venez voir
EN;Messe “En famille en Église” - Père très bon
EN;Nous avons marché
EN;Peuple choisi
EN;Peuple où s'avance le Seigneur
EN;Peuples, criez de joie
EN;Rassemblés par Jésus-Christ
EN;Tournez les yeux vers le Seigneur
P;Alléluia Irlandais
P;Alléluia Nantais
P;Alléluia, Christ est lumière
P;Alléluia, Jésus ressuscité
P;Alléluia, louange à Toi, Ressuscité !
P;Alléluia, Roi de la paix (Alléluia angevin)
P;Au matin, la pierre est roulée
P;Baptisés dans l'eau et dans l'esprit
P;Baptisés dans la mort du Seigneur
P;Brillez déjà, lueurs de Pâques
P;Chantez au Seigneur un cantique nouveau
P;Christ est ressuscité et l'amour a triomphé
P;Christ est Seigneur, alléluia, Dieu l'a sauvé
P;Christ est vraiment ressuscité
P;Criez de joie, Christ est ressuscité
P;Des ténèbres a jailli la lumière
P;Feu de joie dans notre nuit
P;Gloire à toi Seigneur ressuscité (hymne)
P;Gloire à ton nom, Christ ressucité
P;Gloire et louange à toi - consécration de l'eau baptismale
P;Il nous précède en Galilée
P;Il s'est levé d'entre les morts
P;J'ai vu l'eau vive (Jacques Berthier)
P;J'ai vu l'eau vive (Lécot)
P;Jésus est Seigneur
P;Jésus qui m'as brûlé le cœur
P;Jésus ressuscité des morts
P;Jésus-Christ, soleil de Pâques
P;Jour de Pâques
P;Jour du Vivant
P;J’ai vu des fleuves d’eau vive
P;Louange a toi ressuscite
P;Louange à toi, Ressuscité
P;Marche avec nous
P;Nous te chantons ressuscité
P;Peuple de baptisés
P;Qu'éclate dans le ciel
P;Sauvés des mêmes eaux
P;Sur la route d'Emmaüs
P;Symbole baptismal
P;Tout au long du chemin
P;Tu as triomphé de la mort
P;Tu es devenu enfant de Dieu
P;Une source d’eau vive
P;Venez manger la Pâque
P;Voici la nuit
P;Vous tous qui avez été baptisés en Christ
AV;Apprends-nous, Marie !
AV;Au souffle ardent
AV;Aube nouvelle
AV;Aux jours de la promesse
AV;Berger de Dieu, réveille-nous
AV;Christ et Seigneur, nous t'espérons
AV;Comme l'astre du matin
AV;Comme Marie, ne tardez pas
AV;Comme un ami
AV;Dans le désert un cri s'élève
AV;Debout ! le Seigneur vient
AV;Debout, peuple de Dieu
AV;Dieu est à l'œuvre en cet âge
AV;Dieu parmi les hommes
AV;Dieu s'approchait
AV;Dis-nous les signes de l'Esprit
AV;Entrons dans l'espérance
AV;Es-tu Celui qui doit venir ? Avent
AV;Fais paraître ton jour
AV;Fils du Dieu sauveur
AV;Guetteurs d'aurore
AV;Habiter le seuil de ta maison, Seigneur
AV;Humble servante du Seigneur
AV;Il faut préparer le chemin (Le Seigneur vient)
AV;Il va venir
AV;Il viendra
AV;Jean le Baptiste
AV;Jean-Baptiste
AV;Jésus-Christ, tu paraîtras
AV;Joie au ciel
AV;L'ange du Seigneur porta l'annonce à Marie
AV;L'espoir de la terre
AV;La première en chemin, Marie
AV;La voix qui crie dans le désert
AV;Le monde ancien s'en est allé
AV;Le temps du Seigneur
AV;Les temps se renouvellent
AV;Lumière pour l'homme aujourd'hui
AV;Messie de Dieu, Jésus sauveur
AV;Ne crains pas d'annoncer la nouvelle
AV;Notre âme attend le Seigneur
AV;Nous étions en attente
AV;Ô viens, Emmanuel
AV;Ô viens, Jésus, ô viens, Emmanuel
AV;Ouvre tes yeux
AV;Peuple béni de Dieu
AV;Pour la joie de nos cœurs
AV;Prépare le chemin
AV;Préparez le chemin du Seigneur
AV;Préparez les chemins du Seigneur
AV;Préparons les chemins du Seigneur
AV;Quand le Seigneur se montrera
AV;Réjouis-toi, Jérusalem, alléluia !
AV;Réponse de Dieu
AV;Seigneur des temps nouveaux
AV;Seigneur, tu viens
AV;Seigneur, venez, la terre est prête
AV;Soyez dans la joie !
AV;Terre d'espérance
AV;Toi qui ravis le cœur de Dieu
AV;Toi qui viens pour tout sauver
AV;Un Astre se lève
AV;Veilleur, où en est la nuit ?
AV;Venez, divin Messie
AV;Vers toi, Dieu saint, j'élève mon âme
AV;Vienne la paix
AV;Vienne la rosée
AV;Vienne, Seigneur, vienne ton jour !
AV;Viens pour notre attente
AV;Viens renaître en nous (Litanie pour l'Avent)
AV;Viens, Emmanuel
AV;Viens, Seigneur Jésus !
AV;Viens, Seigneur, ne tarde plus
AV;Vierge de Lumière
AV;Voici la demeure de Dieu parmi les hommes
AV;Voici le temps du long désir
FIN;Alléluia, Jésus sauveur
FIN;Allez dire à tous les hommes
FIN;Allez par toute la Terre (Psaume 95)
FIN;Appelés pour bâtir le royaume
FIN;Chantons sans fin le nom du Seigneur
FIN;Christ aujourd'hui nous appelle
FIN;Il a changé nos vies
FIN;Il est grand le bonheur de donner
FIN;La moisson est abondante
FIN;Mille raisons d'espérer
FIN;Nous sommes un peuple au cœur battant
FIN;Peuple de Dieu, n'aie pas de honte
FIN;Peuple de frères, peuple du partage
FIN;Peuple de lumière
FIN;Pour bâtir mon royaume
FIN;Pour vivre de ton souffle
FIN;Prends ta barque
FIN;Témoins de ton amour
FIN;Tournés vers l'avenir
FIN;Tu nous envoies, Seigneur
FIN;Vienne la paix
FIN;Viens et vois
COM;À l'image de ton amour
COM;Au creux de mes mains
COM;Celui qui a mangé de ce pain
COM;Corps livré, sang versé
COM;Devenez ce que vous recevez
COM;En marchant vers Toi, Seigneur
COM;En mémoire du Seigneur
COM;Goûtez et voyez, comme est bon le Seigneur
COM;Heureux ceux qui sont invités
COM;Je suis le pain de vie
COM;Je suis votre pain
COM;Jésus-Christ, pain de vie
COM;Joie pour nous, la table est prête
COM;La coupe que nous bénissons
COM;La sagesse a dressé une table 
COM;Laisserons-nous à notre table
COM;Le pain de vie
COM;Le voici le don de Dieu
COM;Le voici, le don de Dieu
COM;Mendiant du jour
COM;Messe des Pèlerins - Table dressée sur nos chemins
COM;Nous formons un même corps
COM;Nous qui mangeons le pain
COM;Où sont amour et charité
COM;Où sont Amour et Charité
COM;Où sont amour et charité, Dieu est présent
COM;Pain de Dieu, pain de vie
COM;Pain de Dieu, pain rompu
COM;Pain des merveilles
COM;Pain donné pour notre vie
COM;Partage-nous le pain de Ton repas
COM;Partageons le pain du Seigneur
COM;Pas de plus grand bonheur
COM;Pour aimer du plus grand amour
COM;Pour former un seul corps
COM;Pour que nos cœurs
COM;Prenez et mangez
COM;Quand nous mangeons le pain du Seigneur
COM;Quand vint le jour d'étendre les bras
COM;Qui mange ma chair
COM;Recevez le corps du Christ
COM;Si peu de pain dans notre main
COM;Toi qui manges
COM;Tu nous as faits pour toi
COM;Un seul pain partagé
COM;Venez, approchez-vous !
COM;Voici le Corps et le Sang du Seigneur
COM;Voici le pain de droiture et de vérité
COM;Voici le pain partagé
COM;Voici mon corps livré pour vous
COM;Vous m'avez reconnu à la fraction du pain !
COM;Vous qui recevez le corps et le sang du Seigneur
COM;Vous recevez entre vos mains
N;Aujourd'hui s'est levée la lumière
N;Comme il est beau de voir courir
N;Dans une humble crèche
EP;Debout, resplendis
N;Dieu t'a choisi
N;Dieu, naissance de l'homme
N;Exultez de joie, peuples de l'univers
N;Fais-nous marcher à ta lumière
N;Famille sainte en Israël
N;Habiter le seuil de ta maison, Seigneur
N;Heureux celui
N;Ils sont venus
EP;L'Épiphanie du Dieu de gloire
N;L'étoile s'est levée sur un enfant
N;La Lumière née de la Lumière
N;La voix qui crie dans le désert
N;Le Fils de Dieu sort du Jourdain
N;Le Fils de Dieu s’est fait homme
N;Les temps se renouvellent
AV;Préparons le chemin du Seigneur
N;Qui vient à notre porte ?
AV;Sur le chemin de ton étoile
N;Un enfant est né
AV;Viens, Seigneur, ne tarde plus
CAR;Approchons-nous du Seigneur
CAR;Au désert avec l'Esprit
CAR;Au désert avec toi, Jésus-Christ
CAR;Au désert où l'on a faim
CAR;Aujourd'hui, montons sur la montagne
CAR;Aujourd'hui, si vous entendez sa voix
CAR;Avec toi, nous irons au désert
CAR;Ce que vous avez fait au plus petit
CAR;Changez vos cœurs
CAR;Choisirons-nous
CAR;Choisirons-nous ?
CAR;Christ, le fils du Père
CAR;Comme l'aveugle je viens vers Toi, Seigneur
CAR;Dieu de pardon
CAR;Dieu mon appui
CAR;Dieu plus grand que notre coeur
CAR;Donne-nous, Seigneur, un cœur nouveau
CAR;En accueillant l'amour
CAR;En faisant la paix
CAR;En quels pays de solitude
CAR;Fais grandir en nous la foi
CAR;Fais paraître ton jour
CAR;Gloire à Toi, Christ Sauveur
CAR;Gloire à Toi, Jésus, Soleil
CAR;Habitant du désert
CAR;Il est vaincu le prince de ce monde
CAR;Jérusalem, j'ai voulu rassembler
CAR;Jérusalem, retourne au Seigneur
CAR;Jésus, Maître de la vie
CAR;Joie au ciel
CAR;L'amour a fait les premiers pas
CAR;Laissons-nous reconcilier
CAR;Le Christ nous fait asseoir à Sa table
CAR;Le fils de l’homme
CAR;Le Sauveur fut conduit au désert
CAR;Louange à toi, Jésus transfiguré (2e dimanche de Carême)
CAR;Lumière des hommes
CAR;Lumière pour l'homme aujourd'hui
CAR;Lumière sur mes pas
CAR;Ma vie était au bord des enfers
CAR;Mendiant du jour
CAR;Nous vous en supplions au nom du Christ
CAR;Ô Jésus, splendeur du Père
CAR;Ô Seigneur, je m'abandonne à Toi
CAR;Ouvre mes yeux, Seigneur
CAR;Pain de Dieu pour notre marche
CAR;Pain de l'exode
CAR;Pardonne nos offenses
CAR;Partageons le pain du Seigneur
CAR;Père prodigue
CAR;Peuple de l'alliance
CAR;Pitié pour moi, mon Dieu, dans ton amour
CAR;Point de prodigue sans pardon
CAR;Pour que l'homme soit un fils
CAR;Pour que nos cœurs
CAR;Prenons la main que Dieu nous tend
CAR;Puisque tu fais miséricorde
CAR;Quand je viens vers Toi
CAR;Quarante jours d'une avancée
CAR;Quarante jours dans le désert
CAR;Qui me suit, ne marche pas dans la nuit
CAR;Rends-nous la joie de ton salut
CAR;Rends-nous la joie de Ton salut
CAR;Revenez à moi de tout votre cœur
CAR;Seigneur, ne nous traite pas selon nos péchés
CAR;Seigneur, Tu es ma lumière
CAR;Si Tu ne parles pas
CAR;Sois fort, sois fidèle
CAR;Sur la montagne que nous cherchons
CAR;Sur les routes de l'alliance
CAR;Ta nuit sera lumière de midi
CAR;Toi, la source des eaux vives
CAR;Ton peuple dans la nuit se met en marche
CAR;Tout recommence
CAR;Tu connais ton œuvre, Dieu créateur
CAR;Tu es mon Fils bien-aimé 
CAR;Tu es passé faisant le bien
CAR;Un homme au cœur de feu
CAR;Un peu de cendres
CAR;Venez au jour !
CAR;Venez, montons à la montagne
CAR;Vers toi je viens, Jésus-Christ ma lumière
CAR;Vivons en enfants de lumière
CAR;Voici le temps où Dieu fait grâce
CAR;Voyageurs aux pas perdus
CAR;À ce monde que tu fais
CAR;Au désert avec l'Esprit
CAR;Au désert avec toi, Jésus-Christ
CAR;Au désert où l'on a faim
CAR;Aujourd'hui, montons sur la montagne
CAR;Bien-aimés de Dieu, baptisés dans l'Esprit
CAR;Changez vos cœurs
CAR;Christ, le fils du Père
CAR;Devant Toi, je ne suis que désir
CAR;Dieu a manifesté son Amour parmi nous
CAR;Dieu d'Amour, Tu mets Ta Loi
CAR;Dieu nous a tous appelés
CAR;Dieu qui nous appelles à vivre
CAR;En quels pays de solitude
CAR;En Toi, Seigneur, mon espérance
CAR;Entre Tes mains
CAR;Fais paraître ton jour
CAR;Grain de blé
CAR;Habitant du désert
CAR;Heureux celui qui se souvient
CAR;Il a passé la mort
CAR;L'amour a fait les premiers pas
CAR;Laissons-nous reconcilier
CAR;Le grain de blé
CAR;Les mots que tu nous dis
CAR;Lumière des hommes
CAR;Lumière du monde, source de la vie
CAR;Lumière pour l'homme aujourd'hui
CAR;Lumière sur mes pas
CAR;Messe ''Que Tes Œuvres sont belles'' - Homme au milieu des hommes
CAR;Montre-nous Ton visage, Toi que nous cherchons
CAR;N'oublie pas la mémoire de Ton peuple
CAR;Ne craignez pas
CAR;Nos yeux ne voient plus
CAR;Nous vous en supplions au nom du Christ
CAR;On nous a dit
CAR;Ouvre mes yeux, Seigneur
CAR;Ouvre-moi les yeux !
CAR;Par la croix qui fit mourir
CAR;Par ton Fils nous sommes sauvés
CAR;Père prodigue
CAR;Peuple béni de Dieu
CAR;Peuple de l'alliance
CAR;Point de prodigue sans pardon
CAR;Pour l'appel à rejoindre ton peuple
CAR;Pour que l'homme soit un fils
CAR;Pour que nos cœurs
CAR;Quand je viens vers Toi
CAR;Quarante jours d'une avancée
CAR;Quarante jours dans le désert
CAR;Rends-nous la joie de ton salut
CAR;Rends-nous la joie de Ton salut
CAR;Seigneur, ne nous traite pas selon nos péchés
CAR;Sois fort, sois fidèle
CAR;Sur les routes de l'alliance
CAR;T'approcher, Seigneur
CAR;Ta nuit sera lumière de midi
CAR;Tant qu'il fait jour
CAR;Tendresse de Dieu
CAR;Tenons en éveil la mémoire du Seigneur
CAR;Toi qui aimes la vie
CAR;Toi qui cherches un sauveur
CAR;Ton peuple dans la nuit se met en marche
CAR;Tu es notre Dieu
CAR;Tu nous parles aujourd'hui par Ton fils
CAR;Un homme au cœur de feu
CAR;Venez au jour !
CAR;Venez, montons à la montagne
CAR;Vers toi je viens, Jésus-Christ ma lumière
CAR;Visage du Père au cœur du monde
CAR;Vivons en enfants de lumière
CAR;Voyageurs aux pas perdus
CAR;À la source des eaux vives
CAR;Au désert avec l'Esprit
CAR;Au désert avec toi, Jésus-Christ
CAR;Au désert où l'on a faim
CAR;Aujourd'hui, montons sur la montagne
CAR;Aujourd'hui, si vous entendez sa voix
CAR;Avec toi, nous irons au désert
CAR;Aveugle de cœur
CAR;Change ton regard et la vie jaillira
CAR;Changez vos cœurs
CAR;Comme l'aveugle je viens vers Toi, Seigneur
CAR;Devant Toi, je ne suis que désir
CAR;Dieu mon appui
CAR;Dieu plus grand que notre coeur
CAR;Dieu qui nous appelles à vivre
CAR;Dis-nous comment se sont ouverts tes yeux
CAR;Donne-nous, Seigneur, un cœur nouveau
CAR;En quels pays de solitude
CAR;Fais grandir en nous la foi
CAR;Gloire à Toi, Christ Sauveur
CAR;Habitant du désert
CAR;Il est béni Celui qui vient
CAR;Il était environ midi
CAR;L'amour a fait les premiers pas
CAR;Laissons-nous reconcilier
CAR;Le chemin du serviteur
CAR;Le Sauveur fut conduit au désert
CAR;Lumière des hommes
CAR;Lumière pour l'homme aujourd'hui
CAR;Lumière sur mes pas
CAR;Messe ''Que Tes Œuvres sont belles'' - Homme au milieu des hommes
CAR;N'oublie pas la mémoire de Ton peuple
CAR;Ne craignez pas
CAR;Nos yeux ne voient plus
CAR;Nul n'a jamais vu Dieu
CAR;Ouvre mes yeux, Seigneur
CAR;Pain de l'exode
CAR;Pars de ton pays
CAR;Peuple béni de Dieu
CAR;Peuple de l'alliance
CAR;Pitié pour moi, mon Dieu, dans ton amour
CAR;Point de prodigue sans pardon
CAR;Porte ouverte à qui viendra
CAR;Pour l'appel à rejoindre ton peuple
CAR;Pour que l'homme soit un fils
CAR;Prends la route
CAR;Prenons la main que Dieu nous tend
CAR;Puisque tu fais miséricorde
CAR;Quarante jours d'une avancée
CAR;Quarante jours dans le désert
CAR;Rends-nous la joie de ton salut
CAR;Réveille les sources de l'eau vive
CAR;Seigneur, Tu es ma lumière
CAR;Seul maître de la vie
CAR;Si l'espérance t'a fait marcher
CAR;Si Tu ne parles pas
CAR;Si tu savais le don de Dieu (3e dimanche de Carême)
CAR;Si tu savais le don de Dieu (Chants pour les scrutins, 1er scrutin)
CAR;Sois fort, sois fidèle
CAR;Source d'Eau Vive
CAR;Source d'espérance
CAR;Sur les routes de l'alliance
CAR;Ta nuit sera lumière de midi
CAR;Tant qu'il fait jour
CAR;Toi, la source des eaux vives
CAR;Ton peuple dans la nuit se met en marche
CAR;Tout recommence
CAR;Tu connais ton œuvre, Dieu créateur
CAR;Tu es le Dieu des grands espaces
CAR;Tu es notre Dieu
CAR;Tu es passé faisant le bien
CAR;Un homme au cœur de feu
CAR;Un peu de cendres
CAR;Venez, montons à la montagne
CAR;Vers toi je viens, Jésus-Christ ma lumière
CAR;Viens, Seigneur, étancher notre Soif
CAR;Visage du Père au cœur du monde
CAR;Vivons en enfants de lumière
P;Alléluia Nantais
P;Alléluia, Christ est lumière
P;Alléluia, Jésus ressuscité
P;Annonce de la Pâque
P;Au matin dans la clarté
P;Baptisés dans l'eau et dans l'esprit
P;Brillez déjà lueurs de Pâques
P;Brillez déjà, lueurs de Pâques
P;Chantez au Seigneur un cantique nouveau
P;Chrétiens, chantons le Dieu vainqueur
P;Christ est Lumière
P;Christ est ressuscité
P;Christ est Seigneur, alléluia, Dieu l'a sauvé
P;Christ est vivant
P;Christ est vraiment ressuscité
P;Christ, notre lumière
P;Criez la joyeuse nouvelle
P;Dans la puissance de l'Esprit
P;Depuis l'aube où sur la terre
P;Dieu règne
P;Dis-nous, Marie de Magdala
P;Feu de joie dans notre nuit
P;Gloire à toi Seigneur ressuscité (hymne)
P;Gloire a toi, soleil de Pâques
P;Hommes nouveaux, baptisés dans le Christ
P;Il est vivant
P;Il nous précède en Galilée
P;Il s'est levé d'entre les morts
P;J'ai vu l'Eau Vive (César Geoffray)
P;J'ai vu l'eau vive (Jacques Berthier)
P;J'ai vu l'eau vive (Michel Wackenheim)
P;J'ai vu l'eau vive (Philippe Robert)
P;Je verserai sur vous
P;Jésus ressuscité des morts
P;Jésus-Christ, soleil de Pâques
P;Jour d'allégresse et jour de joie (Chant de communion)
P;Jour de fête et jour de joie
P;Jour du Seigneur
P;Jour du Seigneur, Christ ressuscité
P;Joyeuse lumière
P;Le Christ est vivant
P;Le monde était dans la nuit
P;Le Seigneur a libere son peuple
P;Le Seigneur est ressuscité
P;Louange a toi ressuscite
P;Louange de Gloire
P;Louez Dieu, tous les peuples
P;Lumière au cœur du monde
P;Nous te chantons ressuscité
P;O nuit plus claire que le jour
P;Ô nuit pus claire que le jour
P;Ouvert est le tombeau
P;Pâque nouvelle
P;Par le baptême de renaissance
P;Peuple de baptisés
P;Peuple de lumière
P;Printemps de Dieu
P;Qu'éclate dans le ciel
P;Réveille les sources de l'eau vive
P;Sainte lumière
P;Sans avoir vu
P;Sauvés des mêmes eaux
P;Séquence de Pâques
P;Symbole baptismal
P;Tu es devenu enfant de Dieu
P;Vainqueur de nos ténèbres
P;Venez manger la Pâque
P;Venons au jour
P;Voici la nuit
P;Voici le jour que Dieu a fait
P;Vous tous qui avez été baptisés en Christ
N;À Bethléem, Jésus est né
N;Brillante étoile en notre nuit
N;La voici, la nuit de Dieu
N;Ô nuit de lumière
N;Venez, c'est Noël
N;Venez, divin messie
CAR;À ce monde que tu fais
CAR;Au désert avec l'Esprit
CAR;Au désert avec toi, Jésus-Christ
CAR;Avec toi, nous irons au désert
CAR;Changez vos cœurs
CAR;Christ, le fils du Père
CAR;Devant Toi, je ne suis que désir
CAR;Dieu plus grand que notre coeur
CAR;Fais paraître ton jour
CAR;Jésus, ami des hommes
CAR;Laissons-nous reconcilier
CAR;Lave-moi, je serai plus blanc
CAR;Lumière pour l'homme aujourd'hui
CAR;Nous vous en supplions au nom du Christ
CAR;Ô Dieu Saint, Ô Dieu Fort, Ô Dieu Immortel
CAR;Oui, je me lèverai
CAR;Peuple de l'alliance
CAR;Point de prodigue sans pardon
CAR;Pour que l'homme soit un fils
CAR;Prenons la main que Dieu nous tend
CAR;Puisque tu fais miséricorde
CAR;Quand vous jeûnez, parfumez votre tête
CAR;Quarante jours dans le désert
CAR;Rends-nous la joie de ton salut
CAR;Seigneur, je ne suis pas digne
CAR;Seigneur, ne nous traite pas selon nos péchés
CAR;Sois fort, sois fidèle
CAR;Sois fort, sois fidèle, Israël
CAR;Sous le regard de Dieu
CAR;Sur les routes de l'alliance
CAR;Ton peuple dans la nuit se met en marche
CAR;Tu connais ton œuvre, Dieu créateur
CAR;Un peu de cendres
CAR;Venez au jour
CAR;Vivons en enfants de lumière
CAR;Voici le temps où Dieu fait grâce
OF;Approchons-nous de la table
OF;Béni soit Dieu, maintenant et toujours
OF;Conduis mes pas
OF;Dans ce mystère, le Christ va s'offrir
OF;Dieu notre Père, voici le pain
OF;Le pain de l'homme entre les mains
OF;Les mains ouvertes
OF;Mains levées, cœur ouvert
OF;Messe de Rangueil - Le Christ va se manifester parmi nous
OF;Messe de saint Ambroise - Tout vient de Dieu, tout est pour Dieu
OF;Messe des familles - Nous t'offrons Seigneur, ce sacrifice (Offertoire)
OF;Messe des Pèlerins - Pain de tous les jours
OF;Messe “En famille en Église” - Tout vient de toi, Père très bon
OF;Montre-nous ton visage
OF;Ô Père, Dieu du ciel et de la Terre
OF;Qui donc a mis la table ?
OF;Tout vient de Dieu, tout est pour Dieu
OF;Tout vient de toi, ô Père très bon
OF;Unis au chœur des chérubins
OF;Vers toi, Seigneur
OF;Voici les pas
OF;Voici rassemblée dans ce pain, dans ce vin
OF;Voici, Seigneur, mis à part pour toi
BAP;Baptisés dans l'eau et dans l'esprit
BAP;Baptisés dans l’unique esprit
BAP;Baptisés dans ton esprit
BAP;Berger du peuple de l'alliance
BAP;Chantez, priez, célébrez le Seigneur
BAP;Comme un souffle fragile
BAP;Devant toi Seigneur de nos baptêmes
BAP;Dieu est amour
BAP;Dieu te consacre par l'Esprit
BAP;Écoute
BAP;Il est l'agneau et le pasteur
BAP;J'ai vu l'eau vive (Alléluia des moines de l'abbaye de Keur Moussa)
BAP;Je t'ai appelé par ton nom
BAP;L'eau
BAP;L'Eau Vive du Baptême
BAP;Le Seigneur est ma lumière et mon salut (Live)
BAP;Lumière au cœur du monde
BAP;Magnificat “Le Seigneur fit pour moi des merveilles”
BAP;Marana tha
BAP;Naître de l'eau et de l'esprit
BAP;Naître et renaître
BAP;Notre Père (M Wackenheim)
BAP;Nous te prions Seigneur (prière litanique)
BAP;Ô Père, je suis ton enfant
BAP;Par le bain du baptême
BAP;Par le baptême de renaissance
BAP;Peuple de Dieu, marche joyeux
BAP;Psaume 33 - Goûtez et voyez, comme est bon le Seigneur (19e dim B)
BAP;Que chante pour toi
BAP;Rendons gloire à notre Dieu
BAP;Sauvés des mêmes eaux
BAP;Si le Père vous appelle
BAP;Souffle de l'amour
BAP;Source nouvelle
BAP;Trouver dans ma vie ta présence
BAP;Tu es devenu enfant de Dieu
BAP;Tu es là, au cœur de nos vies
BAP;Tu nous appelles à faire Église
BAP;Tu seras lumière au milieu du monde
BAP;Une source coule en toi
BAP;Viens, Esprit de Sainteté, viens Esprit de Lumière
BAP;Vous tous qui avez été baptisés en Christ
BAP;Au jardin de nos coeurs
BAP;Dans les pas de Jésus
BAP;Jonas
BAP;L'Eau Vive du Baptême
BAP;Quand je t'ai demandé
BAP;Ta parole, Seigneur
BAP;Un signe de la main
